,Timestamp,ID-Node,Rack,Midplane,Node,Card,Card type,Message,Tuple
0,1128641312,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40149: Link has been severed,0
1,1128641312,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40150: Link has been severed,0
2,1128970727,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:58101: Link has been severed,1
3,1128970727,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:58102: Link has been severed,1
4,1129165864,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image,2
5,1129165864,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image,2
6,1129166633,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image,3
7,1129166633,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image,3
8,1129204897,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image,4
9,1129204897,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image,4
10,1129208255,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/bandwidth.rts: invalid or missing program image,5
11,1129208255,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/bandwidth.rts: invalid or missing program image,5
12,1129208313,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/torus-latency.rts: invalid or missing program image,5
13,1129208314,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/torus-latency.rts: invalid or missing program image,5
14,1129289553,R63-M0-N0,R63,M0,N0,J18-U11,I-O,Lustre mount FAILED : bglio817 : block_id : location,6
15,1129289553,R63-M0-N0,R63,M0,N0,J18-U01,I-O,Lustre mount FAILED : bglio818 : block_id : location,6
16,1129291951,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/RAPTOR/raptor.254.noprint: invalid or missing program image,7
17,1129291951,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/RAPTOR/raptor.254.noprint: invalid or missing program image,7
18,1129391850,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.64K.rts: invalid or missing program image,8
19,1129391850,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.64K.rts: invalid or missing program image,8
20,1129391938,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.64K.rts: invalid or missing program image,8
21,1129391938,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.64K.rts: invalid or missing program image,8
22,1129501495,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47895: Link has been severed,9
23,1129501537,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47896: Link has been severed,9
24,1129547414,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/RAPTOR/current_brian.rts: invalid or missing program image,10
25,1129547414,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/RAPTOR/current_brian.rts: invalid or missing program image,10
26,1129750346,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /home/cabot/miranova/bgl/bin_lukei?/miranda_newhack: invalid or missing program image,11
27,1129750346,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /home/cabot/miranova/bgl/bin_lukei?/miranda_newhack: invalid or missing program image,11
28,1129820546,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image,12
29,1129820547,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image,12
30,1129895983,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /p/gb1/bwallen/oldcode_newkernel.rts: invalid or missing program image,13
31,1129895983,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /p/gb1/bwallen/oldcode_newkernel.rts: invalid or missing program image,13
32,1129903363,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/bcastV1R1.rts: invalid or missing program image,14
33,1129903363,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/bcastV1R1.rts: invalid or missing program image,14
34,1129922423,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /home/rfisher/sodscaling/flash2.noio: program image too big,15
35,1129922423,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /home/rfisher/sodscaling/flash2.noio: program image too big,15
36,1129979315,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /home/glosli/src/ddcMD/ddMDv1.1.17/bin/ddcMDbglV: invalid or missing program image,16
37,1129979315,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /home/glosli/src/ddcMD/ddMDv1.1.17/bin/ddcMDbglV: invalid or missing program image,16
38,1129979385,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /home/glosli/src/ddcMD/ddMDv1.1.17/bin/ddcMDbglV: invalid or missing program image,16
39,1129979385,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error loading /home/glosli/src/ddcMD/ddMDv1.1.17/bin/ddcMDbglV: invalid or missing program image,16
40,1129979455,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error loading /home/glosli/src/ddcMD/ddMDv1.1.17/bin/ddcMDbglV: invalid or missing program image,16
