,Window,Tuples
0,1,330
1,2,100
2,3,100
3,4,100
4,5,100
5,6,100
6,7,100
7,8,100
8,9,100
9,10,100
10,11,99
11,12,99
12,13,99
13,14,99
14,15,99
15,16,98
16,17,98
17,18,98
18,19,98
19,20,98
20,21,98
21,22,98
22,23,98
23,24,98
24,25,98
25,26,98
26,27,98
27,28,98
28,29,98
29,30,98
30,31,98
31,32,98
32,33,98
33,34,98
34,35,98
35,36,98
36,37,98
37,38,98
38,39,98
39,40,98
40,41,98
41,42,98
42,43,98
43,44,98
44,45,98
45,46,98
46,47,98
47,48,98
48,49,98
49,50,98
50,51,97
51,52,97
52,53,97
53,54,97
54,55,97
55,56,97
56,57,97
57,58,97
58,59,96
59,60,96
60,61,96
61,62,96
62,63,96
63,64,96
64,65,96
65,66,96
66,67,96
67,68,96
68,69,96
69,70,96
70,71,96
71,72,96
72,73,96
73,74,96
74,75,96
75,76,96
76,77,96
77,78,96
78,79,96
79,80,96
80,81,96
81,82,96
82,83,96
83,84,96
84,85,96
85,86,96
86,87,96
87,88,96
88,89,96
89,90,96
90,91,96
91,92,96
92,93,96
93,94,95
94,95,95
95,96,95
96,97,95
97,98,95
98,99,94
99,100,94
100,101,94
101,102,94
102,103,94
103,104,94
104,105,94
105,106,93
106,107,93
107,108,93
108,109,92
109,110,92
110,111,92
111,112,92
112,113,92
113,114,92
114,115,91
115,116,91
116,117,91
117,118,91
118,119,91
119,120,91
120,121,91
121,122,91
122,123,91
123,124,91
124,125,91
125,126,91
126,127,91
127,128,91
128,129,91
129,130,89
130,131,88
131,132,88
132,133,87
133,134,87
134,135,85
135,136,85
136,137,83
137,138,82
138,139,82
139,140,82
140,141,82
141,142,82
142,143,82
143,144,82
144,145,81
145,146,81
146,147,81
147,148,81
148,149,81
149,150,81
150,151,81
151,152,81
152,153,80
153,154,80
154,155,80
155,156,79
156,157,79
157,158,79
158,159,79
159,160,78
160,161,78
161,162,78
162,163,78
163,164,78
164,165,78
165,166,77
166,167,77
167,168,77
168,169,77
169,170,77
170,171,77
171,172,77
172,173,77
173,174,77
174,175,76
175,176,76
176,177,76
177,178,76
178,179,76
179,180,76
180,181,76
181,182,76
182,183,76
183,184,75
184,185,75
185,186,75
186,187,75
187,188,75
188,189,75
189,190,75
190,191,75
191,192,75
192,193,75
193,194,75
194,195,75
