,Timestamp,ID-Node,Rack,Midplane,Node,Card,Card type,Message,Tuple
0,1128641377,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40373: Link has been severed,0
1,1128641377,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40374: Link has been severed,0
2,1128970789,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:58325: Link has been severed,1
3,1128970789,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:58326: Link has been severed,1
4,1129165922,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image,2
5,1129165922,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image,2
6,1129166693,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image,3
7,1129166693,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image,3
8,1129204950,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image,4
9,1129204950,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image,4
10,1129208275,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/bandwidth.rts: invalid or missing program image,5
11,1129208275,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/bandwidth.rts: invalid or missing program image,5
12,1129208376,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/torus-latency.rts: invalid or missing program image,5
13,1129208376,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/torus-latency.rts: invalid or missing program image,5
14,1129289579,R12-M0-N0,R12,M0,N0,J18-U11,I-O,Lustre mount FAILED : bglio161 : block_id : location,6
15,1129391885,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.64K.rts: invalid or missing program image,7
16,1129391885,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.64K.rts: invalid or missing program image,7
17,1129391997,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.64K.rts: invalid or missing program image,7
18,1129391997,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.64K.rts: invalid or missing program image,7
19,1129418635,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image,8
20,1129418635,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image,8
21,1129501521,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:48119: Link has been severed,9
22,1129501521,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:48120: Link has been severed,9
23,1129547476,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/RAPTOR/current_brian.rts: invalid or missing program image,10
24,1129547477,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/RAPTOR/current_brian.rts: invalid or missing program image,10
25,1129820600,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image,11
26,1129820600,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image,11
27,1129896041,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /p/gb1/bwallen/oldcode_newkernel.rts: invalid or missing program image,12
28,1129896041,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /p/gb1/bwallen/oldcode_newkernel.rts: invalid or missing program image,12
29,1129903425,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /bgl/apps/followup/bcastV1R1.rts: invalid or missing program image,13
30,1129903425,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /bgl/apps/followup/bcastV1R1.rts: invalid or missing program image,13
31,1130078200,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/fft_only.rts: invalid or missing program image,14
32,1130078201,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/fft_only.rts: invalid or missing program image,14
33,1130078360,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/fft_only.rts: invalid or missing program image,14
34,1130078360,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/fft_only.rts: invalid or missing program image,14
35,1130140309,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading ./ddcMDbglV: invalid or missing program image,15
36,1130140310,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading ./ddcMDbglV: invalid or missing program image,15
37,1130157517,R12-M0-N0,R12,M0,N0,J18-U11,I-O,ciod: Error loading /p/gb1/bwallen/brian_12point3.rts: invalid or missing program image,16
38,1130157517,R12-M0-N0,R12,M0,N0,J18-U01,I-O,ciod: Error loading /p/gb1/bwallen/brian_12point3.rts: invalid or missing program image,16
