,Timestamp,ID-Node,Rack,Midplane,Node,Card,Card type,Message,Tuple
0,1128641308,R63-M1-NC,R63,M1,NC,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39887: Link has been severed,0
1,1128641308,R63-M1-NC,R63,M1,NC,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39888: Link has been severed,0
2,1128641312,R63-M0-N0,R63,M0,N0,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40149: Link has been severed,0
3,1128641312,R63-M0-N0,R63,M0,N0,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40150: Link has been severed,0
4,1128641314,R63-M0-NC,R63,M0,NC,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40143: Link has been severed,0
5,1128641314,R63-M0-NC,R63,M0,NC,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40144: Link has been severed,0
6,1128641314,R63-M1-N4,R63,M1,N4,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39891: Link has been severed,0
7,1128641315,R63-M1-N4,R63,M1,N4,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39892: Link has been severed,0
8,1128641315,R63-M1-N0,R63,M1,N0,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39893: Link has been severed,0
9,1128641315,R63-M1-N0,R63,M1,N0,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39894: Link has been severed,0
10,1128641317,R63-M0-N8,R63,M0,N8,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40145: Link has been severed,0
11,1128641317,R63-M0-N8,R63,M0,N8,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40146: Link has been severed,0
12,1128641320,R63-M1-N8,R63,M1,N8,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39889: Link has been severed,0
13,1128641320,R63-M1-N8,R63,M1,N8,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39890: Link has been severed,0
14,1128641322,R63-M0-N4,R63,M0,N4,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40147: Link has been severed,0
