,Window,Tuples
0,1,853
1,2,487
2,3,414
3,4,367
4,5,353
5,6,332
6,7,318
7,8,305
8,9,298
9,10,292
10,11,279
11,12,269
12,13,261
13,14,252
14,15,242
15,16,237
16,17,233
17,18,228
18,19,218
19,20,210
20,21,198
21,22,191
22,23,187
23,24,178
24,25,172
25,26,167
26,27,163
27,28,157
28,29,155
29,30,153
30,31,150
31,32,150
32,33,147
33,34,147
34,35,146
35,36,141
36,37,140
37,38,138
38,39,136
39,40,134
40,41,134
41,42,133
42,43,131
43,44,130
44,45,130
45,46,130
46,47,129
47,48,129
48,49,127
49,50,127
50,51,127
51,52,124
52,53,124
53,54,121
54,55,119
55,56,119
56,57,118
57,58,117
58,59,117
59,60,117
60,61,117
61,62,117
62,63,117
63,64,117
64,65,117
65,66,117
66,67,117
67,68,116
68,69,115
69,70,114
70,71,113
71,72,113
72,73,112
73,74,111
74,75,111
75,76,111
76,77,110
77,78,110
78,79,110
79,80,110
80,81,109
81,82,109
82,83,109
83,84,106
84,85,104
85,86,102
86,87,102
87,88,102
88,89,102
89,90,102
90,91,102
91,92,102
92,93,102
93,94,102
94,95,102
95,96,102
96,97,102
97,98,102
98,99,102
99,100,102
100,101,101
101,102,101
102,103,101
103,104,101
104,105,101
105,106,101
106,107,99
107,108,99
108,109,99
109,110,99
110,111,99
111,112,99
112,113,99
113,114,99
114,115,99
115,116,99
116,117,99
117,118,99
118,119,98
119,120,98
120,121,98
121,122,98
122,123,98
123,124,98
124,125,98
125,126,97
126,127,97
127,128,97
128,129,96
129,130,96
130,131,96
131,132,96
132,133,96
133,134,96
134,135,96
135,136,96
136,137,96
137,138,96
138,139,96
139,140,96
140,141,96
141,142,96
142,143,96
143,144,96
144,145,96
145,146,96
146,147,96
147,148,96
148,149,96
149,150,96
150,151,96
151,152,96
152,153,96
153,154,96
154,155,96
155,156,96
156,157,96
157,158,96
158,159,96
159,160,96
160,161,96
161,162,96
162,163,96
163,164,96
164,165,96
165,166,96
166,167,96
167,168,96
168,169,96
169,170,96
170,171,96
171,172,96
172,173,96
173,174,96
174,175,96
175,176,96
176,177,96
177,178,96
178,179,96
179,180,96
180,181,96
181,182,96
182,183,96
183,184,96
184,185,96
185,186,96
186,187,96
187,188,96
188,189,96
189,190,96
190,191,96
191,192,96
192,193,96
193,194,96
194,195,96
195,196,96
196,197,96
197,198,96
198,199,96
199,200,96
200,201,96
201,202,96
202,203,96
203,204,96
204,205,96
205,206,96
206,207,96
207,208,96
208,209,96
209,210,96
210,211,96
211,212,96
212,213,96
213,214,96
214,215,96
215,216,96
216,217,96
217,218,96
218,219,95
219,220,95
220,221,95
221,222,95
222,223,95
223,224,95
224,225,95
225,226,95
226,227,95
227,228,95
228,229,95
229,230,95
230,231,95
231,232,95
232,233,95
233,234,95
234,235,95
235,236,95
236,237,95
237,238,95
238,239,95
239,240,95
240,241,95
241,242,95
242,243,95
243,244,95
244,245,95
245,246,95
246,247,95
247,248,95
248,249,95
249,250,95
250,251,95
251,252,95
252,253,95
253,254,95
254,255,95
255,256,95
256,257,95
257,258,95
258,259,95
259,260,95
260,261,95
261,262,95
262,263,95
263,264,95
264,265,95
