,Window,Tuples
0,1,785
1,2,456
2,3,389
3,4,344
4,5,321
5,6,303
6,7,287
7,8,281
8,9,278
9,10,267
10,11,259
11,12,252
12,13,242
13,14,235
14,15,232
15,16,226
16,17,223
17,18,220
18,19,216
19,20,213
20,21,208
21,22,204
22,23,203
23,24,198
24,25,194
25,26,189
26,27,183
27,28,178
28,29,176
29,30,175
30,31,172
31,32,170
32,33,169
33,34,165
34,35,162
35,36,161
36,37,159
37,38,154
38,39,152
39,40,148
40,41,143
41,42,142
42,43,141
43,44,139
44,45,139
45,46,138
46,47,138
47,48,138
48,49,137
49,50,137
50,51,137
51,52,135
52,53,134
53,54,130
54,55,130
55,56,130
56,57,130
57,58,130
58,59,128
59,60,127
60,61,126
61,62,126
62,63,125
63,64,124
64,65,124
65,66,124
66,67,123
67,68,121
68,69,121
69,70,118
70,71,118
71,72,117
72,73,115
73,74,115
74,75,114
75,76,113
76,77,112
77,78,112
78,79,111
79,80,110
80,81,110
81,82,110
82,83,108
83,84,108
84,85,108
85,86,108
86,87,107
87,88,106
88,89,106
89,90,105
90,91,105
91,92,105
92,93,105
93,94,105
94,95,105
95,96,105
96,97,105
97,98,103
98,99,103
99,100,103
100,101,103
101,102,103
102,103,103
103,104,103
104,105,103
105,106,103
106,107,103
107,108,103
108,109,103
109,110,103
110,111,102
111,112,102
112,113,102
113,114,102
114,115,102
115,116,101
116,117,101
117,118,101
118,119,101
119,120,101
120,121,101
121,122,101
122,123,101
123,124,101
124,125,101
125,126,100
126,127,100
127,128,100
128,129,100
129,130,100
130,131,100
131,132,100
132,133,100
133,134,100
134,135,100
135,136,100
136,137,99
137,138,99
138,139,99
139,140,99
140,141,99
141,142,99
142,143,99
143,144,99
144,145,99
145,146,99
146,147,99
147,148,99
148,149,99
149,150,99
150,151,99
151,152,99
152,153,99
153,154,99
154,155,99
155,156,99
156,157,99
157,158,99
158,159,98
159,160,98
160,161,98
161,162,98
162,163,98
163,164,98
164,165,98
165,166,98
166,167,98
167,168,98
168,169,98
169,170,98
170,171,98
171,172,98
172,173,98
173,174,98
174,175,98
175,176,98
176,177,98
177,178,98
178,179,98
179,180,98
180,181,98
181,182,98
182,183,98
183,184,98
184,185,98
185,186,98
186,187,98
187,188,98
188,189,98
189,190,98
190,191,98
191,192,98
192,193,98
193,194,98
194,195,98
195,196,98
196,197,98
197,198,98
198,199,98
199,200,98
200,201,98
201,202,97
202,203,97
203,204,97
204,205,96
205,206,96
206,207,96
207,208,96
208,209,96
209,210,96
210,211,96
211,212,96
212,213,96
213,214,96
214,215,96
215,216,96
216,217,96
217,218,96
218,219,96
219,220,96
220,221,96
221,222,96
222,223,96
223,224,96
224,225,95
225,226,95
226,227,95
227,228,95
228,229,95
229,230,95
230,231,95
231,232,95
232,233,95
233,234,95
234,235,95
235,236,95
236,237,95
237,238,95
238,239,95
239,240,95
240,241,95
241,242,95
242,243,95
243,244,95
244,245,95
245,246,95
246,247,95
247,248,95
248,249,95
249,250,95
250,251,95
251,252,95
252,253,95
253,254,95
254,255,95
255,256,95
256,257,95
257,258,95
258,259,95
259,260,95
260,261,95
261,262,95
262,263,95
263,264,95
264,265,95
265,266,95
266,267,95
267,268,95
268,269,95
269,270,95
270,271,95
271,272,95
272,273,95
