,Timestamp,ID-Node,Rack,Midplane,Node,Card,Card type,Message,Tuple
0,1128641317,R46-M1-NC,R46,M1,NC,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40343: Link has been severed,0
1,1128641317,R46-M1-NC,R46,M1,NC,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40344: Link has been severed,0
2,1128641355,R46-M0-N0,R46,M0,N0,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39581: Link has been severed,0
3,1128641355,R46-M0-N0,R46,M0,N0,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39582: Link has been severed,0
4,1128641356,R46-M1-N4,R46,M1,N4,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40347: Link has been severed,0
5,1128641356,R46-M1-N4,R46,M1,N4,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40348: Link has been severed,0
6,1128641361,R46-M1-N0,R46,M1,N0,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40349: Link has been severed,0
7,1128641361,R46-M1-N0,R46,M1,N0,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40350: Link has been severed,0
8,1128641362,R46-M0-NC,R46,M0,NC,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39575: Link has been severed,0
9,1128641362,R46-M0-NC,R46,M0,NC,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39576: Link has been severed,0
10,1128641366,R46-M0-N8,R46,M0,N8,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39577: Link has been severed,0
11,1128641366,R46-M0-N8,R46,M0,N8,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39578: Link has been severed,0
12,1128641379,R46-M1-N8,R46,M1,N8,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40345: Link has been severed,0
13,1128641380,R46-M1-N8,R46,M1,N8,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40346: Link has been severed,0
14,1128641381,R46-M0-N4,R46,M0,N4,J18-U11,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39579: Link has been severed,0
15,1128641381,R46-M0-N4,R46,M0,N4,J18-U01,I-O,ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39580: Link has been severed,0
16,1128970731,R46-M1-NC,R46,M1,NC,J18-U11,I-O,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:58295: Link has been severed,1
17,1128970732,R46-M1-NC,R46,M1,NC,J18-U01,I-O,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:58296: Link has been severed,1
