,Window,Tuples
0,1,848
1,2,560
2,3,519
3,4,472
4,5,423
5,6,391
6,7,370
7,8,346
8,9,323
9,10,307
10,11,300
11,12,283
12,13,280
13,14,264
14,15,257
15,16,249
16,17,242
17,18,236
18,19,232
19,20,222
20,21,218
21,22,215
22,23,211
23,24,205
24,25,203
25,26,200
26,27,199
27,28,198
28,29,192
29,30,191
30,31,183
31,32,182
32,33,179
33,34,172
34,35,168
35,36,164
36,37,160
37,38,154
38,39,152
39,40,152
40,41,151
41,42,150
42,43,147
43,44,145
44,45,144
45,46,140
46,47,138
47,48,136
48,49,134
49,50,132
50,51,132
51,52,127
52,53,125
53,54,124
54,55,122
55,56,122
56,57,120
57,58,120
58,59,119
59,60,119
60,61,119
61,62,119
62,63,119
63,64,119
64,65,118
65,66,117
66,67,117
67,68,116
68,69,116
69,70,115
70,71,115
71,72,115
72,73,115
73,74,113
74,75,113
75,76,112
76,77,112
77,78,111
78,79,110
79,80,110
80,81,110
81,82,110
82,83,110
83,84,110
84,85,109
85,86,109
86,87,109
87,88,109
88,89,109
89,90,108
90,91,108
91,92,108
92,93,108
93,94,108
94,95,108
95,96,108
96,97,108
97,98,108
98,99,108
99,100,108
100,101,108
101,102,108
102,103,108
103,104,108
104,105,108
105,106,107
106,107,107
107,108,107
108,109,106
109,110,106
110,111,106
111,112,106
112,113,106
113,114,106
114,115,105
115,116,105
116,117,105
117,118,105
118,119,105
119,120,105
120,121,105
121,122,105
122,123,105
123,124,105
124,125,105
125,126,105
126,127,105
127,128,105
128,129,105
129,130,105
130,131,105
131,132,105
132,133,105
133,134,104
134,135,104
135,136,104
136,137,104
137,138,104
138,139,104
139,140,104
140,141,103
141,142,103
142,143,103
143,144,103
144,145,103
145,146,103
146,147,103
147,148,103
148,149,103
149,150,103
150,151,103
151,152,103
152,153,103
153,154,103
154,155,103
155,156,103
156,157,103
157,158,103
158,159,103
159,160,103
160,161,103
161,162,103
162,163,103
163,164,103
164,165,103
165,166,103
166,167,103
167,168,103
168,169,103
169,170,103
170,171,103
171,172,103
172,173,103
173,174,103
174,175,103
175,176,103
176,177,103
177,178,103
178,179,103
179,180,103
180,181,103
181,182,103
182,183,103
183,184,103
184,185,103
185,186,103
186,187,103
187,188,103
188,189,103
189,190,103
190,191,103
191,192,103
192,193,102
193,194,102
194,195,102
195,196,102
196,197,102
197,198,102
198,199,101
199,200,101
200,201,101
201,202,101
202,203,101
203,204,101
204,205,101
205,206,101
206,207,101
207,208,101
208,209,101
209,210,101
210,211,101
211,212,101
212,213,101
213,214,101
214,215,101
215,216,101
216,217,101
217,218,101
218,219,101
219,220,101
220,221,101
221,222,101
222,223,101
223,224,101
224,225,101
225,226,101
226,227,101
227,228,101
228,229,101
229,230,101
230,231,101
231,232,101
232,233,101
233,234,100
234,235,100
235,236,100
236,237,100
237,238,100
238,239,100
239,240,100
240,241,100
241,242,100
242,243,100
243,244,100
244,245,100
245,246,100
246,247,100
247,248,100
248,249,100
249,250,100
250,251,100
251,252,100
252,253,100
253,254,100
254,255,100
255,256,100
256,257,100
257,258,100
258,259,100
259,260,100
260,261,100
261,262,100
262,263,100
263,264,100
264,265,100
265,266,100
266,267,100
267,268,100
268,269,100
269,270,100
270,271,100
271,272,100
272,273,100
273,274,100
274,275,100
275,276,100
276,277,100
277,278,100
278,279,100
279,280,100
280,281,100
281,282,100
282,283,100
283,284,100
284,285,100
285,286,100
286,287,100
287,288,100
288,289,100
289,290,100
290,291,100
291,292,100
292,293,100
293,294,100
294,295,100
295,296,100
296,297,100
297,298,100
298,299,100
299,300,100
300,301,100
301,302,100
302,303,100
303,304,100
304,305,100
305,306,100
306,307,100
307,308,100
308,309,100
309,310,100
310,311,100
311,312,100
312,313,100
313,314,100
314,315,100
315,316,100
316,317,100
317,318,100
318,319,100
319,320,100
320,321,100
321,322,100
322,323,100
323,324,100
324,325,100
325,326,100
326,327,100
327,328,100
328,329,100
329,330,100
330,331,100
331,332,100
332,333,100
333,334,100
334,335,100
335,336,100
336,337,100
337,338,100
338,339,100
339,340,100
340,341,100
341,342,100
342,343,100
343,344,100
344,345,100
345,346,100
346,347,100
347,348,100
348,349,100
349,350,100
350,351,100
351,352,100
352,353,100
353,354,100
354,355,100
355,356,100
356,357,98
357,358,98
358,359,98
359,360,98
360,361,98
361,362,98
362,363,98
363,364,98
364,365,98
365,366,98
366,367,98
367,368,98
368,369,98
369,370,98
370,371,97
371,372,97
372,373,97
373,374,97
374,375,97
375,376,97
376,377,97
377,378,97
378,379,97
379,380,97
380,381,97
381,382,97
382,383,97
383,384,97
384,385,97
385,386,97
386,387,97
387,388,97
388,389,97
389,390,97
390,391,97
391,392,97
392,393,97
393,394,97
394,395,97
395,396,97
396,397,97
397,398,97
398,399,97
399,400,97
400,401,97
401,402,97
402,403,97
403,404,97
404,405,97
405,406,97
406,407,97
407,408,97
408,409,97
409,410,97
410,411,97
411,412,97
412,413,97
413,414,97
414,415,97
415,416,97
416,417,97
417,418,97
418,419,97
419,420,97
420,421,97
421,422,97
422,423,97
423,424,97
424,425,97
425,426,97
426,427,97
427,428,97
428,429,97
429,430,97
430,431,97
431,432,97
432,433,97
433,434,97
434,435,97
435,436,97
436,437,97
437,438,97
438,439,97
439,440,97
440,441,97
441,442,97
442,443,97
443,444,97
444,445,97
445,446,97
446,447,97
447,448,96
448,449,96
449,450,96
