,Timestamp,ID-Node,Rack,Midplane,Node,Card,Card type,Message,Tuple
0,1128621352,R03-M0-NC,R03,M0,NC,J18-U11,I-O,Lustre mount FAILED : bglio59 : block_id : location,0
1,1128621352,R03-M0-NC,R03,M0,NC,J18-U01,I-O,Lustre mount FAILED : bglio60 : block_id : location,0
2,1128621352,R03-M0-N8,R03,M0,N8,J18-U11,I-O,Lustre mount FAILED : bglio57 : block_id : location,0
3,1128621353,R03-M1-NC,R03,M1,NC,J18-U01,I-O,Lustre mount FAILED : bglio64 : block_id : location,0
4,1128621357,R03-M0-N8,R03,M0,N8,J18-U01,I-O,Lustre mount FAILED : bglio58 : block_id : location,0
5,1128621357,R03-M1-N0,R03,M1,N0,J18-U01,I-O,Lustre mount FAILED : bglio54 : block_id : location,0
6,1128621359,R03-M0-N4,R03,M0,N4,J18-U11,I-O,Lustre mount FAILED : bglio51 : block_id : location,0
7,1128621359,R03-M1-N4,R03,M1,N4,J18-U01,I-O,Lustre mount FAILED : bglio56 : block_id : location,0
8,1128621362,R03-M0-N4,R03,M0,N4,J18-U01,I-O,Lustre mount FAILED : bglio52 : block_id : location,0
9,1128621362,R03-M1-N8,R03,M1,N8,J18-U01,I-O,Lustre mount FAILED : bglio62 : block_id : location,0
10,1128621362,R03-M0-N0,R03,M0,N0,J18-U11,I-O,Lustre mount FAILED : bglio49 : block_id : location,0
11,1128621363,R03-M0-N0,R03,M0,N0,J18-U01,I-O,Lustre mount FAILED : bglio50 : block_id : location,0
12,1128621363,R03-M1-N4,R03,M1,N4,J18-U11,I-O,Lustre mount FAILED : bglio55 : block_id : location,0
13,1128621366,R03-M1-N8,R03,M1,N8,J18-U11,I-O,Lustre mount FAILED : bglio61 : block_id : location,0
14,1128621366,R03-M1-NC,R03,M1,NC,J18-U11,I-O,Lustre mount FAILED : bglio63 : block_id : location,0
15,1128621366,R03-M1-N0,R03,M1,N0,J18-U11,I-O,Lustre mount FAILED : bglio53 : block_id : location,0
