,Window,Tuples
0,1,928
1,2,525
2,3,464
3,4,431
4,5,389
5,6,344
6,7,323
7,8,307
8,9,283
9,10,268
10,11,260
11,12,256
12,13,247
13,14,242
14,15,232
15,16,218
16,17,213
17,18,209
18,19,204
19,20,199
20,21,195
21,22,192
22,23,188
23,24,183
24,25,177
25,26,177
26,27,177
27,28,174
28,29,170
29,30,169
30,31,161
31,32,158
32,33,154
33,34,153
34,35,152
35,36,150
36,37,150
37,38,148
38,39,146
39,40,146
40,41,145
41,42,143
42,43,142
43,44,142
44,45,141
45,46,137
46,47,136
47,48,136
48,49,133
49,50,132
50,51,131
51,52,131
52,53,130
53,54,129
54,55,127
55,56,126
56,57,125
57,58,125
58,59,125
59,60,125
60,61,124
61,62,124
62,63,123
63,64,123
64,65,122
65,66,121
66,67,121
67,68,121
68,69,121
69,70,121
70,71,121
71,72,121
72,73,121
73,74,119
74,75,119
75,76,119
76,77,119
77,78,116
78,79,114
79,80,112
80,81,112
81,82,111
82,83,111
83,84,111
84,85,111
85,86,111
86,87,111
87,88,108
88,89,108
89,90,105
90,91,105
91,92,105
92,93,103
93,94,103
94,95,101
95,96,100
96,97,100
97,98,99
98,99,99
99,100,99
100,101,99
101,102,99
102,103,98
103,104,98
104,105,98
105,106,97
106,107,96
107,108,96
108,109,96
109,110,96
110,111,96
111,112,96
112,113,96
113,114,96
114,115,96
115,116,96
116,117,96
117,118,95
118,119,95
119,120,94
120,121,94
121,122,94
122,123,94
123,124,93
124,125,93
125,126,93
126,127,93
127,128,93
128,129,92
129,130,91
130,131,91
131,132,91
132,133,91
133,134,91
134,135,91
135,136,91
136,137,91
137,138,91
138,139,91
139,140,91
140,141,90
141,142,89
142,143,89
143,144,89
144,145,89
145,146,89
146,147,89
147,148,89
148,149,89
149,150,89
150,151,89
151,152,89
152,153,89
153,154,89
154,155,89
155,156,89
156,157,89
157,158,89
158,159,89
159,160,89
160,161,89
161,162,89
162,163,89
163,164,89
164,165,89
165,166,89
166,167,89
167,168,89
168,169,89
169,170,89
170,171,89
171,172,89
172,173,89
173,174,89
174,175,89
175,176,89
176,177,89
177,178,89
178,179,89
179,180,89
180,181,89
181,182,89
182,183,89
183,184,89
184,185,89
185,186,89
186,187,89
187,188,89
188,189,89
189,190,89
190,191,89
191,192,89
192,193,89
193,194,89
194,195,89
195,196,89
196,197,88
197,198,87
198,199,87
199,200,87
200,201,87
201,202,87
202,203,87
203,204,87
204,205,87
205,206,87
206,207,87
207,208,87
208,209,87
209,210,87
210,211,87
211,212,87
212,213,87
213,214,87
214,215,87
215,216,87
216,217,87
217,218,87
218,219,87
219,220,87
220,221,87
221,222,87
222,223,87
223,224,87
224,225,86
225,226,86
226,227,86
227,228,85
228,229,85
229,230,85
230,231,85
231,232,85
232,233,85
233,234,85
234,235,85
235,236,85
236,237,85
237,238,85
238,239,84
239,240,84
240,241,84
241,242,84
242,243,84
243,244,84
244,245,83
245,246,83
246,247,83
247,248,83
248,249,83
249,250,83
250,251,83
251,252,83
252,253,83
253,254,83
254,255,83
255,256,83
256,257,83
257,258,83
258,259,83
259,260,83
260,261,83
261,262,83
262,263,82
263,264,82
264,265,82
265,266,82
266,267,82
267,268,81
268,269,80
269,270,80
270,271,80
271,272,80
272,273,80
273,274,80
274,275,80
275,276,80
276,277,80
277,278,80
278,279,80
279,280,80
280,281,80
281,282,80
282,283,80
283,284,80
284,285,80
285,286,80
286,287,80
287,288,80
288,289,80
289,290,80
290,291,80
291,292,80
292,293,80
293,294,80
294,295,80
295,296,80
296,297,80
297,298,80
298,299,80
299,300,80
300,301,80
301,302,80
302,303,80
303,304,80
304,305,80
305,306,80
306,307,80
307,308,80
308,309,80
309,310,80
310,311,80
311,312,80
312,313,80
313,314,80
314,315,80
315,316,80
316,317,80
317,318,80
318,319,80
319,320,80
320,321,80
321,322,80
322,323,80
323,324,80
324,325,80
325,326,80
326,327,80
327,328,80
328,329,80
329,330,80
330,331,80
331,332,80
332,333,80
333,334,80
334,335,80
335,336,80
336,337,80
337,338,80
338,339,80
339,340,80
340,341,80
341,342,80
342,343,80
343,344,80
344,345,80
345,346,80
346,347,80
347,348,80
348,349,80
349,350,80
350,351,80
351,352,80
352,353,80
353,354,80
354,355,80
355,356,80
356,357,80
357,358,80
358,359,80
359,360,80
360,361,80
361,362,80
362,363,80
363,364,80
364,365,80
365,366,80
366,367,80
367,368,80
368,369,80
369,370,80
370,371,80
371,372,80
372,373,80
373,374,80
374,375,80
375,376,80
376,377,80
377,378,80
378,379,80
379,380,80
380,381,80
381,382,80
382,383,80
383,384,80
384,385,80
385,386,80
386,387,80
387,388,80
388,389,80
389,390,80
390,391,80
391,392,80
392,393,80
393,394,80
394,395,80
395,396,80
396,397,80
397,398,80
398,399,80
399,400,80
400,401,80
401,402,80
402,403,80
403,404,80
404,405,80
405,406,80
406,407,80
407,408,80
408,409,80
409,410,80
410,411,80
411,412,80
412,413,80
413,414,80
414,415,80
415,416,80
416,417,80
417,418,80
418,419,80
419,420,80
420,421,80
421,422,80
422,423,80
423,424,80
424,425,80
425,426,80
426,427,80
427,428,80
428,429,80
429,430,80
430,431,80
431,432,80
432,433,80
433,434,80
434,435,80
435,436,80
436,437,80
437,438,80
438,439,80
439,440,80
440,441,80
441,442,80
442,443,80
443,444,80
444,445,80
445,446,80
446,447,80
447,448,80
448,449,80
449,450,80
450,451,80
451,452,80
452,453,80
453,454,80
454,455,80
455,456,80
456,457,80
457,458,80
458,459,80
459,460,80
